,lat,lon
5933,51.0,32.0
5934,52.0,32.0
5935,53.0,32.0
5936,54.0,32.0
5937,55.0,32.0
5938,56.0,32.0
5939,57.0,32.0
5940,58.0,32.0
5941,59.0,32.0
5942,60.0,32.0
5943,61.0,32.0
5944,62.0,32.0
5945,63.0,32.0
5946,64.0,32.0
5947,65.0,32.0
5948,66.0,32.0
5949,67.0,32.0
5950,68.0,32.0
5951,69.0,32.0
5973,-90.0,33.0
5974,-89.0,33.0
5975,-88.0,33.0
5976,-87.0,33.0
5977,-86.0,33.0
5978,-85.0,33.0
5979,-84.0,33.0
5980,-83.0,33.0
5981,-82.0,33.0
5982,-81.0,33.0
5983,-80.0,33.0
5984,-79.0,33.0
5985,-78.0,33.0
5986,-77.0,33.0
5987,-76.0,33.0
5988,-75.0,33.0
5989,-74.0,33.0
5990,-73.0,33.0
5991,-72.0,33.0
5992,-71.0,33.0
5993,-70.0,33.0
6038,-25.0,33.0
6039,-24.0,33.0
6040,-23.0,33.0
6041,-22.0,33.0
6042,-21.0,33.0
6043,-20.0,33.0
6044,-19.0,33.0
6045,-18.0,33.0
6046,-17.0,33.0
6047,-16.0,33.0
6048,-15.0,33.0
6049,-14.0,33.0
6050,-13.0,33.0
6051,-12.0,33.0
6052,-11.0,33.0
6053,-10.0,33.0
6054,-9.0,33.0
6055,-8.0,33.0
6056,-7.0,33.0
6057,-6.0,33.0
6058,-5.0,33.0
6059,-4.0,33.0
6060,-3.0,33.0
6061,-2.0,33.0
6062,-1.0,33.0
6063,0.0,33.0
6064,1.0,33.0
6065,2.0,33.0
6066,3.0,33.0
6067,4.0,33.0
6068,5.0,33.0
6069,6.0,33.0
6070,7.0,33.0
6071,8.0,33.0
6072,9.0,33.0
6073,10.0,33.0
6074,11.0,33.0
6075,12.0,33.0
6076,13.0,33.0
6077,14.0,33.0
6078,15.0,33.0
6079,16.0,33.0
6080,17.0,33.0
6081,18.0,33.0
6082,19.0,33.0
6083,20.0,33.0
6084,21.0,33.0
6085,22.0,33.0
6086,23.0,33.0
6087,24.0,33.0
6088,25.0,33.0
6089,26.0,33.0
6090,27.0,33.0
6091,28.0,33.0
6092,29.0,33.0
6093,30.0,33.0
6094,31.0,33.0
6100,37.0,33.0
6101,38.0,33.0
6102,39.0,33.0
6103,40.0,33.0
6104,41.0,33.0
6109,46.0,33.0
6110,47.0,33.0
6111,48.0,33.0
6112,49.0,33.0
6113,50.0,33.0
6114,51.0,33.0
6115,52.0,33.0
6116,53.0,33.0
6117,54.0,33.0
6118,55.0,33.0
6119,56.0,33.0
6120,57.0,33.0
6121,58.0,33.0
6122,59.0,33.0
6123,60.0,33.0
6124,61.0,33.0
6125,62.0,33.0
6126,63.0,33.0
6127,64.0,33.0
6128,65.0,33.0
6129,66.0,33.0
6130,67.0,33.0
6131,68.0,33.0
6132,69.0,33.0
6154,-90.0,34.0
6155,-89.0,34.0
6156,-88.0,34.0
6157,-87.0,34.0
6158,-86.0,34.0
6159,-85.0,34.0
6160,-84.0,34.0
6161,-83.0,34.0
6162,-82.0,34.0
6163,-81.0,34.0
6164,-80.0,34.0
6165,-79.0,34.0
6166,-78.0,34.0
6167,-77.0,34.0
6168,-76.0,34.0
6169,-75.0,34.0
6170,-74.0,34.0
6171,-73.0,34.0
6172,-72.0,34.0
6173,-71.0,34.0
6174,-70.0,34.0
6219,-25.0,34.0
6220,-24.0,34.0
6221,-23.0,34.0
6222,-22.0,34.0
6223,-21.0,34.0
6224,-20.0,34.0
6225,-19.0,34.0
6226,-18.0,34.0
6227,-17.0,34.0
6228,-16.0,34.0
6229,-15.0,34.0
6230,-14.0,34.0
6231,-13.0,34.0
6232,-12.0,34.0
6233,-11.0,34.0
6234,-10.0,34.0
6235,-9.0,34.0
6236,-8.0,34.0
6237,-7.0,34.0
6238,-6.0,34.0
6239,-5.0,34.0
6240,-4.0,34.0
6241,-3.0,34.0
6242,-2.0,34.0
6243,-1.0,34.0
6244,0.0,34.0
6245,1.0,34.0
6246,2.0,34.0
6247,3.0,34.0
6248,4.0,34.0
6249,5.0,34.0
6250,6.0,34.0
6251,7.0,34.0
6252,8.0,34.0
6253,9.0,34.0
6254,10.0,34.0
6255,11.0,34.0
6256,12.0,34.0
6257,13.0,34.0
6258,14.0,34.0
6259,15.0,34.0
6260,16.0,34.0
6261,17.0,34.0
6262,18.0,34.0
6263,19.0,34.0
6264,20.0,34.0
6265,21.0,34.0
6266,22.0,34.0
6267,23.0,34.0
6268,24.0,34.0
6269,25.0,34.0
6270,26.0,34.0
6271,27.0,34.0
6272,28.0,34.0
6273,29.0,34.0
6274,30.0,34.0
6275,31.0,34.0
6281,37.0,34.0
6282,38.0,34.0
6283,39.0,34.0
6284,40.0,34.0
6285,41.0,34.0
6290,46.0,34.0
6291,47.0,34.0
6292,48.0,34.0
6293,49.0,34.0
6294,50.0,34.0
6295,51.0,34.0
6296,52.0,34.0
6297,53.0,34.0
6298,54.0,34.0
6299,55.0,34.0
6300,56.0,34.0
6301,57.0,34.0
6302,58.0,34.0
6303,59.0,34.0
6304,60.0,34.0
6305,61.0,34.0
6306,62.0,34.0
6307,63.0,34.0
6308,64.0,34.0
6309,65.0,34.0
6310,66.0,34.0
6311,67.0,34.0
6312,68.0,34.0
6313,69.0,34.0
6335,-90.0,35.0
6336,-89.0,35.0
6337,-88.0,35.0
6338,-87.0,35.0
6339,-86.0,35.0
6340,-85.0,35.0
6341,-84.0,35.0
6342,-83.0,35.0
6343,-82.0,35.0
6344,-81.0,35.0
6345,-80.0,35.0
6346,-79.0,35.0
6347,-78.0,35.0
6348,-77.0,35.0
6349,-76.0,35.0
6350,-75.0,35.0
6351,-74.0,35.0
6352,-73.0,35.0
6353,-72.0,35.0
6354,-71.0,35.0
6355,-70.0,35.0
6402,-23.0,35.0
6403,-22.0,35.0
6404,-21.0,35.0
6405,-20.0,35.0
6406,-19.0,35.0
6407,-18.0,35.0
6408,-17.0,35.0
6409,-16.0,35.0
6410,-15.0,35.0
6411,-14.0,35.0
6412,-13.0,35.0
6413,-12.0,35.0
6414,-11.0,35.0
6415,-10.0,35.0
6416,-9.0,35.0
6417,-8.0,35.0
6418,-7.0,35.0
6419,-6.0,35.0
6420,-5.0,35.0
6421,-4.0,35.0
6422,-3.0,35.0
6423,-2.0,35.0
6424,-1.0,35.0
6425,0.0,35.0
6426,1.0,35.0
6427,2.0,35.0
6428,3.0,35.0
6429,4.0,35.0
6430,5.0,35.0
6431,6.0,35.0
6432,7.0,35.0
6433,8.0,35.0
6434,9.0,35.0
6435,10.0,35.0
6436,11.0,35.0
6437,12.0,35.0
6438,13.0,35.0
6439,14.0,35.0
6440,15.0,35.0
6441,16.0,35.0
6442,17.0,35.0
6443,18.0,35.0
6444,19.0,35.0
6445,20.0,35.0
6446,21.0,35.0
6447,22.0,35.0
6448,23.0,35.0
6449,24.0,35.0
6450,25.0,35.0
6451,26.0,35.0
6452,27.0,35.0
6453,28.0,35.0
6454,29.0,35.0
6455,30.0,35.0
6456,31.0,35.0
6457,32.0,35.0
6461,36.0,35.0
6462,37.0,35.0
6463,38.0,35.0
6464,39.0,35.0
6465,40.0,35.0
6466,41.0,35.0
6471,46.0,35.0
6472,47.0,35.0
6473,48.0,35.0
6474,49.0,35.0
6475,50.0,35.0
6476,51.0,35.0
6477,52.0,35.0
6478,53.0,35.0
6479,54.0,35.0
6480,55.0,35.0
6481,56.0,35.0
6482,57.0,35.0
6483,58.0,35.0
6484,59.0,35.0
6485,60.0,35.0
6486,61.0,35.0
6487,62.0,35.0
6488,63.0,35.0
6489,64.0,35.0
6490,65.0,35.0
6491,66.0,35.0
6492,67.0,35.0
6493,68.0,35.0
6494,69.0,35.0
6516,-90.0,36.0
6517,-89.0,36.0
6518,-88.0,36.0
6519,-87.0,36.0
6520,-86.0,36.0
6521,-85.0,36.0
6522,-84.0,36.0
6523,-83.0,36.0
6524,-82.0,36.0
6525,-81.0,36.0
6526,-80.0,36.0
6527,-79.0,36.0
6528,-78.0,36.0
6529,-77.0,36.0
6530,-76.0,36.0
6531,-75.0,36.0
6532,-74.0,36.0
6533,-73.0,36.0
6534,-72.0,36.0
6535,-71.0,36.0
6536,-70.0,36.0
6587,-19.0,36.0
6588,-18.0,36.0
6589,-17.0,36.0
6590,-16.0,36.0
6591,-15.0,36.0
6592,-14.0,36.0
6593,-13.0,36.0
6594,-12.0,36.0
6595,-11.0,36.0
6596,-10.0,36.0
6597,-9.0,36.0
6598,-8.0,36.0
6599,-7.0,36.0
6600,-6.0,36.0
6601,-5.0,36.0
6602,-4.0,36.0
6603,-3.0,36.0
6604,-2.0,36.0
6605,-1.0,36.0
6606,0.0,36.0
6607,1.0,36.0
6608,2.0,36.0
6609,3.0,36.0
6610,4.0,36.0
6611,5.0,36.0
6612,6.0,36.0
6613,7.0,36.0
6614,8.0,36.0
6615,9.0,36.0
6616,10.0,36.0
6617,11.0,36.0
6618,12.0,36.0
6619,13.0,36.0
6620,14.0,36.0
6621,15.0,36.0
6622,16.0,36.0
6623,17.0,36.0
6624,18.0,36.0
6625,19.0,36.0
6626,20.0,36.0
6627,21.0,36.0
6628,22.0,36.0
6632,26.0,36.0
6633,27.0,36.0
6634,28.0,36.0
6635,29.0,36.0
6636,30.0,36.0
6637,31.0,36.0
6638,32.0,36.0
6639,33.0,36.0
6640,34.0,36.0
6641,35.0,36.0
6642,36.0,36.0
6643,37.0,36.0
6644,38.0,36.0
6645,39.0,36.0
6646,40.0,36.0
6647,41.0,36.0
6653,47.0,36.0
6654,48.0,36.0
6655,49.0,36.0
6656,50.0,36.0
6657,51.0,36.0
6658,52.0,36.0
6659,53.0,36.0
6660,54.0,36.0
6661,55.0,36.0
6662,56.0,36.0
6663,57.0,36.0
6664,58.0,36.0
6665,59.0,36.0
6666,60.0,36.0
6667,61.0,36.0
6668,62.0,36.0
6669,63.0,36.0
6670,64.0,36.0
6671,65.0,36.0
6672,66.0,36.0
6673,67.0,36.0
6674,68.0,36.0
6675,69.0,36.0
6697,-90.0,37.0
6698,-89.0,37.0
6699,-88.0,37.0
6700,-87.0,37.0
6701,-86.0,37.0
6702,-85.0,37.0
6703,-84.0,37.0
6704,-83.0,37.0
6705,-82.0,37.0
6706,-81.0,37.0
6707,-80.0,37.0
6708,-79.0,37.0
6709,-78.0,37.0
6710,-77.0,37.0
6711,-76.0,37.0
6712,-75.0,37.0
6713,-74.0,37.0
6714,-73.0,37.0
6715,-72.0,37.0
6716,-71.0,37.0
6717,-70.0,37.0
6770,-17.0,37.0
6771,-16.0,37.0
6772,-15.0,37.0
6773,-14.0,37.0
6774,-13.0,37.0
6775,-12.0,37.0
6776,-11.0,37.0
6777,-10.0,37.0
6778,-9.0,37.0
6779,-8.0,37.0
6780,-7.0,37.0
6781,-6.0,37.0
6782,-5.0,37.0
6783,-4.0,37.0
6784,-3.0,37.0
6785,-2.0,37.0
6786,-1.0,37.0
6787,0.0,37.0
6788,1.0,37.0
6789,2.0,37.0
6790,3.0,37.0
6791,4.0,37.0
6792,5.0,37.0
6793,6.0,37.0
6794,7.0,37.0
6795,8.0,37.0
6796,9.0,37.0
6797,10.0,37.0
6798,11.0,37.0
6799,12.0,37.0
6800,13.0,37.0
6801,14.0,37.0
6802,15.0,37.0
6803,16.0,37.0
6804,17.0,37.0
6805,18.0,37.0
6806,19.0,37.0
6807,20.0,37.0
6808,21.0,37.0
6813,26.0,37.0
6814,27.0,37.0
6815,28.0,37.0
6816,29.0,37.0
6817,30.0,37.0
6818,31.0,37.0
6819,32.0,37.0
6820,33.0,37.0
6821,34.0,37.0
6822,35.0,37.0
6823,36.0,37.0
6824,37.0,37.0
6825,38.0,37.0
6826,39.0,37.0
6827,40.0,37.0
6828,41.0,37.0
6834,47.0,37.0
6835,48.0,37.0
6836,49.0,37.0
6837,50.0,37.0
6838,51.0,37.0
6839,52.0,37.0
6840,53.0,37.0
6841,54.0,37.0
6842,55.0,37.0
6843,56.0,37.0
6844,57.0,37.0
6845,58.0,37.0
6846,59.0,37.0
6847,60.0,37.0
6848,61.0,37.0
6849,62.0,37.0
6850,63.0,37.0
6851,64.0,37.0
6852,65.0,37.0
6853,66.0,37.0
6854,67.0,37.0
6855,68.0,37.0
6856,69.0,37.0
6878,-90.0,38.0
6879,-89.0,38.0
6880,-88.0,38.0
6881,-87.0,38.0
6882,-86.0,38.0
6883,-85.0,38.0
6884,-84.0,38.0
6885,-83.0,38.0
6886,-82.0,38.0
6887,-81.0,38.0
6888,-80.0,38.0
6889,-79.0,38.0
6890,-78.0,38.0
6891,-77.0,38.0
6892,-76.0,38.0
6893,-75.0,38.0
6894,-74.0,38.0
6895,-73.0,38.0
6896,-72.0,38.0
6897,-71.0,38.0
6898,-70.0,38.0
6951,-17.0,38.0
6952,-16.0,38.0
6953,-15.0,38.0
6954,-14.0,38.0
6955,-13.0,38.0
6956,-12.0,38.0
6957,-11.0,38.0
6958,-10.0,38.0
6959,-9.0,38.0
6960,-8.0,38.0
6961,-7.0,38.0
6962,-6.0,38.0
6963,-5.0,38.0
6964,-4.0,38.0
6965,-3.0,38.0
6966,-2.0,38.0
6967,-1.0,38.0
6968,0.0,38.0
6969,1.0,38.0
6970,2.0,38.0
6971,3.0,38.0
6972,4.0,38.0
6973,5.0,38.0
6974,6.0,38.0
6975,7.0,38.0
6976,8.0,38.0
6977,9.0,38.0
6978,10.0,38.0
6979,11.0,38.0
6980,12.0,38.0
6981,13.0,38.0
6982,14.0,38.0
6983,15.0,38.0
6984,16.0,38.0
6985,17.0,38.0
6986,18.0,38.0
6987,19.0,38.0
6988,20.0,38.0
6992,24.0,38.0
6993,25.0,38.0
6994,26.0,38.0
6995,27.0,38.0
6996,28.0,38.0
6997,29.0,38.0
6998,30.0,38.0
6999,31.0,38.0
7000,32.0,38.0
7001,33.0,38.0
7002,34.0,38.0
7003,35.0,38.0
7004,36.0,38.0
7005,37.0,38.0
7006,38.0,38.0
7007,39.0,38.0
7008,40.0,38.0
7009,41.0,38.0
7014,46.0,38.0
7015,47.0,38.0
7016,48.0,38.0
7017,49.0,38.0
7018,50.0,38.0
7019,51.0,38.0
7020,52.0,38.0
7021,53.0,38.0
7022,54.0,38.0
7023,55.0,38.0
7024,56.0,38.0
7025,57.0,38.0
7026,58.0,38.0
7027,59.0,38.0
7028,60.0,38.0
7029,61.0,38.0
7030,62.0,38.0
7031,63.0,38.0
7032,64.0,38.0
7033,65.0,38.0
7034,66.0,38.0
7035,67.0,38.0
7036,68.0,38.0
7059,-90.0,39.0
7060,-89.0,39.0
7061,-88.0,39.0
7062,-87.0,39.0
7063,-86.0,39.0
7064,-85.0,39.0
7065,-84.0,39.0
7066,-83.0,39.0
7067,-82.0,39.0
7068,-81.0,39.0
7069,-80.0,39.0
7070,-79.0,39.0
7071,-78.0,39.0
7072,-77.0,39.0
7073,-76.0,39.0
7074,-75.0,39.0
7075,-74.0,39.0
7076,-73.0,39.0
7077,-72.0,39.0
7078,-71.0,39.0
7079,-70.0,39.0
7133,-16.0,39.0
7134,-15.0,39.0
7135,-14.0,39.0
7136,-13.0,39.0
7137,-12.0,39.0
7138,-11.0,39.0
7139,-10.0,39.0
7140,-9.0,39.0
7141,-8.0,39.0
7143,-6.0,39.0
7144,-5.0,39.0
7145,-4.0,39.0
7146,-3.0,39.0
7147,-2.0,39.0
7148,-1.0,39.0
7149,0.0,39.0
7150,1.0,39.0
7151,2.0,39.0
7152,3.0,39.0
7153,4.0,39.0
7154,5.0,39.0
7155,6.0,39.0
7156,7.0,39.0
7157,8.0,39.0
7158,9.0,39.0
7159,10.0,39.0
7160,11.0,39.0
7161,12.0,39.0
7162,13.0,39.0
7163,14.0,39.0
7164,15.0,39.0
7165,16.0,39.0
7172,23.0,39.0
7173,24.0,39.0
7174,25.0,39.0
7175,26.0,39.0
7176,27.0,39.0
7177,28.0,39.0
7178,29.0,39.0
7179,30.0,39.0
7180,31.0,39.0
7181,32.0,39.0
7182,33.0,39.0
7183,34.0,39.0
7184,35.0,39.0
7185,36.0,39.0
7186,37.0,39.0
7187,38.0,39.0
7188,39.0,39.0
7189,40.0,39.0
7190,41.0,39.0
7194,45.0,39.0
7195,46.0,39.0
7196,47.0,39.0
7197,48.0,39.0
7198,49.0,39.0
7199,50.0,39.0
7200,51.0,39.0
7201,52.0,39.0
7202,53.0,39.0
7203,54.0,39.0
7204,55.0,39.0
7205,56.0,39.0
7206,57.0,39.0
7207,58.0,39.0
7208,59.0,39.0
7209,60.0,39.0
7210,61.0,39.0
7211,62.0,39.0
7212,63.0,39.0
7213,64.0,39.0
7240,-90.0,40.0
7241,-89.0,40.0
7242,-88.0,40.0
7243,-87.0,40.0
7244,-86.0,40.0
7245,-85.0,40.0
7246,-84.0,40.0
7247,-83.0,40.0
7248,-82.0,40.0
7249,-81.0,40.0
7250,-80.0,40.0
7251,-79.0,40.0
7252,-78.0,40.0
7253,-77.0,40.0
7254,-76.0,40.0
7255,-75.0,40.0
7256,-74.0,40.0
7257,-73.0,40.0
7258,-72.0,40.0
7259,-71.0,40.0
7260,-70.0,40.0
7314,-16.0,40.0
7315,-15.0,40.0
7316,-14.0,40.0
7317,-13.0,40.0
7318,-12.0,40.0
7319,-11.0,40.0
7320,-10.0,40.0
7326,-4.0,40.0
7327,-3.0,40.0
7328,-2.0,40.0
7329,-1.0,40.0
7330,0.0,40.0
7331,1.0,40.0
7332,2.0,40.0
7333,3.0,40.0
7334,4.0,40.0
7335,5.0,40.0
7336,6.0,40.0
7337,7.0,40.0
7338,8.0,40.0
7339,9.0,40.0
7340,10.0,40.0
7341,11.0,40.0
7342,12.0,40.0
7343,13.0,40.0
7344,14.0,40.0
7345,15.0,40.0
7352,22.0,40.0
7353,23.0,40.0
7354,24.0,40.0
7355,25.0,40.0
7356,26.0,40.0
7357,27.0,40.0
7358,28.0,40.0
7359,29.0,40.0
7360,30.0,40.0
7361,31.0,40.0
7362,32.0,40.0
7363,33.0,40.0
7364,34.0,40.0
7365,35.0,40.0
7366,36.0,40.0
7367,37.0,40.0
7368,38.0,40.0
7369,39.0,40.0
7370,40.0,40.0
7371,41.0,40.0
7372,42.0,40.0
7374,44.0,40.0
7375,45.0,40.0
7376,46.0,40.0
7377,47.0,40.0
7378,48.0,40.0
7379,49.0,40.0
7380,50.0,40.0
7381,51.0,40.0
7382,52.0,40.0
7383,53.0,40.0
7384,54.0,40.0
7385,55.0,40.0
7386,56.0,40.0
7387,57.0,40.0
7388,58.0,40.0
7389,59.0,40.0
7390,60.0,40.0
7391,61.0,40.0
7392,62.0,40.0
7393,63.0,40.0
7394,64.0,40.0
7395,65.0,40.0
7421,-90.0,41.0
7422,-89.0,41.0
7423,-88.0,41.0
7424,-87.0,41.0
7425,-86.0,41.0
7426,-85.0,41.0
7427,-84.0,41.0
7428,-83.0,41.0
7429,-82.0,41.0
7430,-81.0,41.0
7431,-80.0,41.0
7432,-79.0,41.0
7433,-78.0,41.0
7434,-77.0,41.0
7435,-76.0,41.0
7436,-75.0,41.0
7437,-74.0,41.0
7438,-73.0,41.0
7439,-72.0,41.0
7440,-71.0,41.0
7441,-70.0,41.0
7442,-69.0,41.0
7510,-1.0,41.0
7511,0.0,41.0
7512,1.0,41.0
7513,2.0,41.0
7514,3.0,41.0
7515,4.0,41.0
7516,5.0,41.0
7517,6.0,41.0
7518,7.0,41.0
7519,8.0,41.0
7520,9.0,41.0
7521,10.0,41.0
7522,11.0,41.0
7523,12.0,41.0
7524,13.0,41.0
7525,14.0,41.0
7530,19.0,41.0
7531,20.0,41.0
7532,21.0,41.0
7533,22.0,41.0
7534,23.0,41.0
7535,24.0,41.0
7536,25.0,41.0
7537,26.0,41.0
7538,27.0,41.0
7539,28.0,41.0
7540,29.0,41.0
7541,30.0,41.0
7542,31.0,41.0
7543,32.0,41.0
7544,33.0,41.0
7545,34.0,41.0
7546,35.0,41.0
7547,36.0,41.0
7548,37.0,41.0
7549,38.0,41.0
7550,39.0,41.0
7551,40.0,41.0
7552,41.0,41.0
7553,42.0,41.0
7554,43.0,41.0
7555,44.0,41.0
7556,45.0,41.0
7557,46.0,41.0
7558,47.0,41.0
7559,48.0,41.0
7560,49.0,41.0
7561,50.0,41.0
7562,51.0,41.0
7563,52.0,41.0
7564,53.0,41.0
7565,54.0,41.0
7566,55.0,41.0
7567,56.0,41.0
7568,57.0,41.0
7569,58.0,41.0
7570,59.0,41.0
7571,60.0,41.0
7572,61.0,41.0
7573,62.0,41.0
7574,63.0,41.0
7575,64.0,41.0
7576,65.0,41.0
7602,-90.0,42.0
7603,-89.0,42.0
7604,-88.0,42.0
7605,-87.0,42.0
7606,-86.0,42.0
7607,-85.0,42.0
7608,-84.0,42.0
7609,-83.0,42.0
7610,-82.0,42.0
7611,-81.0,42.0
7612,-80.0,42.0
7613,-79.0,42.0
7614,-78.0,42.0
7615,-77.0,42.0
7616,-76.0,42.0
7617,-75.0,42.0
7618,-74.0,42.0
7619,-73.0,42.0
7620,-72.0,42.0
7621,-71.0,42.0
7622,-70.0,42.0
7623,-69.0,42.0
7692,0.0,42.0
7693,1.0,42.0
7694,2.0,42.0
7695,3.0,42.0
7696,4.0,42.0
7697,5.0,42.0
7698,6.0,42.0
7699,7.0,42.0
7700,8.0,42.0
7701,9.0,42.0
7702,10.0,42.0
7703,11.0,42.0
7704,12.0,42.0
7705,13.0,42.0
7706,14.0,42.0
7709,17.0,42.0
7710,18.0,42.0
7711,19.0,42.0
7712,20.0,42.0
7713,21.0,42.0
7714,22.0,42.0
7715,23.0,42.0
7716,24.0,42.0
7717,25.0,42.0
7718,26.0,42.0
7719,27.0,42.0
7720,28.0,42.0
7721,29.0,42.0
7722,30.0,42.0
7723,31.0,42.0
7724,32.0,42.0
7725,33.0,42.0
7726,34.0,42.0
7727,35.0,42.0
7728,36.0,42.0
7729,37.0,42.0
7730,38.0,42.0
7731,39.0,42.0
7732,40.0,42.0
7733,41.0,42.0
7734,42.0,42.0
7735,43.0,42.0
7736,44.0,42.0
7737,45.0,42.0
7738,46.0,42.0
7739,47.0,42.0
7740,48.0,42.0
7741,49.0,42.0
7742,50.0,42.0
7743,51.0,42.0
7744,52.0,42.0
7745,53.0,42.0
7746,54.0,42.0
7747,55.0,42.0
7748,56.0,42.0
7749,57.0,42.0
7750,58.0,42.0
7751,59.0,42.0
7752,60.0,42.0
7753,61.0,42.0
7754,62.0,42.0
7755,63.0,42.0
7756,64.0,42.0
7757,65.0,42.0
7758,66.0,42.0
7783,-90.0,43.0
7784,-89.0,43.0
7785,-88.0,43.0
7786,-87.0,43.0
7787,-86.0,43.0
7788,-85.0,43.0
7789,-84.0,43.0
7790,-83.0,43.0
7791,-82.0,43.0
7792,-81.0,43.0
7793,-80.0,43.0
7794,-79.0,43.0
7795,-78.0,43.0
7796,-77.0,43.0
7797,-76.0,43.0
7798,-75.0,43.0
7799,-74.0,43.0
7800,-73.0,43.0
7801,-72.0,43.0
7802,-71.0,43.0
7803,-70.0,43.0
7804,-69.0,43.0
7874,1.0,43.0
7875,2.0,43.0
7876,3.0,43.0
7877,4.0,43.0
7878,5.0,43.0
7879,6.0,43.0
7880,7.0,43.0
7881,8.0,43.0
7882,9.0,43.0
7883,10.0,43.0
7884,11.0,43.0
7885,12.0,43.0
7886,13.0,43.0
7887,14.0,43.0
7890,17.0,43.0
7891,18.0,43.0
7892,19.0,43.0
7893,20.0,43.0
7894,21.0,43.0
7895,22.0,43.0
7896,23.0,43.0
7897,24.0,43.0
7898,25.0,43.0
7899,26.0,43.0
7900,27.0,43.0
7901,28.0,43.0
7902,29.0,43.0
7903,30.0,43.0
7904,31.0,43.0
7905,32.0,43.0
7906,33.0,43.0
7907,34.0,43.0
7908,35.0,43.0
7909,36.0,43.0
7910,37.0,43.0
7911,38.0,43.0
7912,39.0,43.0
7913,40.0,43.0
7914,41.0,43.0
7915,42.0,43.0
7916,43.0,43.0
7917,44.0,43.0
7918,45.0,43.0
7919,46.0,43.0
7920,47.0,43.0
7921,48.0,43.0
7922,49.0,43.0
7923,50.0,43.0
7924,51.0,43.0
7925,52.0,43.0
7926,53.0,43.0
7927,54.0,43.0
7928,55.0,43.0
7929,56.0,43.0
7930,57.0,43.0
7931,58.0,43.0
7932,59.0,43.0
7933,60.0,43.0
7934,61.0,43.0
7935,62.0,43.0
7936,63.0,43.0
7937,64.0,43.0
7938,65.0,43.0
7939,66.0,43.0
7964,-90.0,44.0
7965,-89.0,44.0
7966,-88.0,44.0
7967,-87.0,44.0
7968,-86.0,44.0
7969,-85.0,44.0
7970,-84.0,44.0
7971,-83.0,44.0
7972,-82.0,44.0
7973,-81.0,44.0
7974,-80.0,44.0
7975,-79.0,44.0
7976,-78.0,44.0
7977,-77.0,44.0
7978,-76.0,44.0
7979,-75.0,44.0
7980,-74.0,44.0
7981,-73.0,44.0
7982,-72.0,44.0
7983,-71.0,44.0
7984,-70.0,44.0
7985,-69.0,44.0
7986,-68.0,44.0
8030,-24.0,44.0
8031,-23.0,44.0
8032,-22.0,44.0
8033,-21.0,44.0
8034,-20.0,44.0
8035,-19.0,44.0
8036,-18.0,44.0
8056,2.0,44.0
8057,3.0,44.0
8058,4.0,44.0
8059,5.0,44.0
8060,6.0,44.0
8061,7.0,44.0
8062,8.0,44.0
8063,9.0,44.0
8064,10.0,44.0
8065,11.0,44.0
8068,14.0,44.0
8069,15.0,44.0
8070,16.0,44.0
8071,17.0,44.0
8072,18.0,44.0
8073,19.0,44.0
8074,20.0,44.0
8075,21.0,44.0
8076,22.0,44.0
8077,23.0,44.0
8078,24.0,44.0
8079,25.0,44.0
8080,26.0,44.0
8081,27.0,44.0
8082,28.0,44.0
8083,29.0,44.0
8084,30.0,44.0
8085,31.0,44.0
8086,32.0,44.0
8087,33.0,44.0
8088,34.0,44.0
8089,35.0,44.0
8090,36.0,44.0
8091,37.0,44.0
8092,38.0,44.0
8093,39.0,44.0
8094,40.0,44.0
8095,41.0,44.0
8096,42.0,44.0
8097,43.0,44.0
8098,44.0,44.0
8099,45.0,44.0
8100,46.0,44.0
8101,47.0,44.0
8102,48.0,44.0
8103,49.0,44.0
8104,50.0,44.0
8105,51.0,44.0
8106,52.0,44.0
8107,53.0,44.0
8108,54.0,44.0
8109,55.0,44.0
8110,56.0,44.0
8111,57.0,44.0
8112,58.0,44.0
8113,59.0,44.0
8114,60.0,44.0
8115,61.0,44.0
8116,62.0,44.0
8117,63.0,44.0
8118,64.0,44.0
8119,65.0,44.0
8120,66.0,44.0
8145,-90.0,45.0
8146,-89.0,45.0
8147,-88.0,45.0
8148,-87.0,45.0
8149,-86.0,45.0
8150,-85.0,45.0
8151,-84.0,45.0
8152,-83.0,45.0
8153,-82.0,45.0
8154,-81.0,45.0
8155,-80.0,45.0
8156,-79.0,45.0
8157,-78.0,45.0
8158,-77.0,45.0
8159,-76.0,45.0
8160,-75.0,45.0
8161,-74.0,45.0
8162,-73.0,45.0
8163,-72.0,45.0
8164,-71.0,45.0
8165,-70.0,45.0
8166,-69.0,45.0
8167,-68.0,45.0
8211,-24.0,45.0
8212,-23.0,45.0
8213,-22.0,45.0
8214,-21.0,45.0
8215,-20.0,45.0
8216,-19.0,45.0
8217,-18.0,45.0
8218,-17.0,45.0
8238,3.0,45.0
8239,4.0,45.0
8240,5.0,45.0
8241,6.0,45.0
8242,7.0,45.0
8243,8.0,45.0
8244,9.0,45.0
8245,10.0,45.0
8246,11.0,45.0
8249,14.0,45.0
8250,15.0,45.0
8251,16.0,45.0
8252,17.0,45.0
8253,18.0,45.0
8254,19.0,45.0
8255,20.0,45.0
8256,21.0,45.0
8257,22.0,45.0
8258,23.0,45.0
8259,24.0,45.0
8260,25.0,45.0
8261,26.0,45.0
8262,27.0,45.0
8263,28.0,45.0
8264,29.0,45.0
