,lat,lon
0,-90.0,0.0
1,-89.0,0.0
2,-88.0,0.0
3,-87.0,0.0
4,-86.0,0.0
5,-85.0,0.0
6,-84.0,0.0
7,-83.0,0.0
8,-82.0,0.0
9,-81.0,0.0
10,-80.0,0.0
11,-79.0,0.0
12,-78.0,0.0
13,-77.0,0.0
14,-76.0,0.0
15,-75.0,0.0
16,-74.0,0.0
17,-73.0,0.0
18,-72.0,0.0
19,-71.0,0.0
20,-70.0,0.0
96,6.0,0.0
97,7.0,0.0
98,8.0,0.0
99,9.0,0.0
100,10.0,0.0
101,11.0,0.0
102,12.0,0.0
103,13.0,0.0
104,14.0,0.0
105,15.0,0.0
106,16.0,0.0
107,17.0,0.0
108,18.0,0.0
109,19.0,0.0
110,20.0,0.0
111,21.0,0.0
112,22.0,0.0
113,23.0,0.0
114,24.0,0.0
115,25.0,0.0
116,26.0,0.0
117,27.0,0.0
118,28.0,0.0
119,29.0,0.0
120,30.0,0.0
121,31.0,0.0
122,32.0,0.0
123,33.0,0.0
124,34.0,0.0
125,35.0,0.0
126,36.0,0.0
130,40.0,0.0
131,41.0,0.0
132,42.0,0.0
133,43.0,0.0
134,44.0,0.0
135,45.0,0.0
136,46.0,0.0
137,47.0,0.0
138,48.0,0.0
139,49.0,0.0
140,50.0,0.0
141,51.0,0.0
142,52.0,0.0
181,-90.0,1.0
182,-89.0,1.0
183,-88.0,1.0
184,-87.0,1.0
185,-86.0,1.0
186,-85.0,1.0
187,-84.0,1.0
188,-83.0,1.0
189,-82.0,1.0
190,-81.0,1.0
191,-80.0,1.0
192,-79.0,1.0
193,-78.0,1.0
194,-77.0,1.0
195,-76.0,1.0
196,-75.0,1.0
197,-74.0,1.0
198,-73.0,1.0
199,-72.0,1.0
200,-71.0,1.0
201,-70.0,1.0
277,6.0,1.0
278,7.0,1.0
279,8.0,1.0
280,9.0,1.0
281,10.0,1.0
282,11.0,1.0
283,12.0,1.0
284,13.0,1.0
285,14.0,1.0
286,15.0,1.0
287,16.0,1.0
288,17.0,1.0
289,18.0,1.0
290,19.0,1.0
291,20.0,1.0
292,21.0,1.0
293,22.0,1.0
294,23.0,1.0
295,24.0,1.0
296,25.0,1.0
297,26.0,1.0
298,27.0,1.0
299,28.0,1.0
300,29.0,1.0
301,30.0,1.0
302,31.0,1.0
303,32.0,1.0
304,33.0,1.0
305,34.0,1.0
306,35.0,1.0
307,36.0,1.0
312,41.0,1.0
313,42.0,1.0
314,43.0,1.0
315,44.0,1.0
316,45.0,1.0
317,46.0,1.0
318,47.0,1.0
319,48.0,1.0
320,49.0,1.0
321,50.0,1.0
322,51.0,1.0
362,-90.0,2.0
363,-89.0,2.0
364,-88.0,2.0
365,-87.0,2.0
366,-86.0,2.0
367,-85.0,2.0
368,-84.0,2.0
369,-83.0,2.0
370,-82.0,2.0
371,-81.0,2.0
372,-80.0,2.0
373,-79.0,2.0
374,-78.0,2.0
375,-77.0,2.0
376,-76.0,2.0
377,-75.0,2.0
378,-74.0,2.0
379,-73.0,2.0
380,-72.0,2.0
381,-71.0,2.0
382,-70.0,2.0
458,6.0,2.0
459,7.0,2.0
460,8.0,2.0
461,9.0,2.0
462,10.0,2.0
463,11.0,2.0
464,12.0,2.0
465,13.0,2.0
466,14.0,2.0
467,15.0,2.0
468,16.0,2.0
469,17.0,2.0
470,18.0,2.0
471,19.0,2.0
472,20.0,2.0
473,21.0,2.0
474,22.0,2.0
475,23.0,2.0
476,24.0,2.0
477,25.0,2.0
478,26.0,2.0
479,27.0,2.0
480,28.0,2.0
481,29.0,2.0
482,30.0,2.0
483,31.0,2.0
484,32.0,2.0
485,33.0,2.0
486,34.0,2.0
487,35.0,2.0
488,36.0,2.0
494,42.0,2.0
495,43.0,2.0
496,44.0,2.0
497,45.0,2.0
498,46.0,2.0
499,47.0,2.0
500,48.0,2.0
501,49.0,2.0
502,50.0,2.0
543,-90.0,3.0
544,-89.0,3.0
545,-88.0,3.0
546,-87.0,3.0
547,-86.0,3.0
548,-85.0,3.0
549,-84.0,3.0
550,-83.0,3.0
551,-82.0,3.0
552,-81.0,3.0
553,-80.0,3.0
554,-79.0,3.0
555,-78.0,3.0
556,-77.0,3.0
557,-76.0,3.0
558,-75.0,3.0
559,-74.0,3.0
560,-73.0,3.0
561,-72.0,3.0
562,-71.0,3.0
563,-70.0,3.0
639,6.0,3.0
640,7.0,3.0
641,8.0,3.0
642,9.0,3.0
643,10.0,3.0
644,11.0,3.0
645,12.0,3.0
646,13.0,3.0
647,14.0,3.0
648,15.0,3.0
649,16.0,3.0
650,17.0,3.0
651,18.0,3.0
652,19.0,3.0
653,20.0,3.0
654,21.0,3.0
655,22.0,3.0
656,23.0,3.0
657,24.0,3.0
658,25.0,3.0
659,26.0,3.0
660,27.0,3.0
661,28.0,3.0
662,29.0,3.0
663,30.0,3.0
664,31.0,3.0
665,32.0,3.0
666,33.0,3.0
667,34.0,3.0
668,35.0,3.0
669,36.0,3.0
676,43.0,3.0
677,44.0,3.0
678,45.0,3.0
679,46.0,3.0
680,47.0,3.0
681,48.0,3.0
682,49.0,3.0
683,50.0,3.0
724,-90.0,4.0
725,-89.0,4.0
726,-88.0,4.0
727,-87.0,4.0
728,-86.0,4.0
729,-85.0,4.0
730,-84.0,4.0
731,-83.0,4.0
732,-82.0,4.0
733,-81.0,4.0
734,-80.0,4.0
735,-79.0,4.0
736,-78.0,4.0
737,-77.0,4.0
738,-76.0,4.0
739,-75.0,4.0
740,-74.0,4.0
741,-73.0,4.0
742,-72.0,4.0
743,-71.0,4.0
820,6.0,4.0
821,7.0,4.0
822,8.0,4.0
823,9.0,4.0
824,10.0,4.0
825,11.0,4.0
826,12.0,4.0
827,13.0,4.0
828,14.0,4.0
829,15.0,4.0
830,16.0,4.0
831,17.0,4.0
832,18.0,4.0
833,19.0,4.0
834,20.0,4.0
835,21.0,4.0
836,22.0,4.0
837,23.0,4.0
838,24.0,4.0
839,25.0,4.0
840,26.0,4.0
841,27.0,4.0
842,28.0,4.0
843,29.0,4.0
844,30.0,4.0
845,31.0,4.0
846,32.0,4.0
847,33.0,4.0
848,34.0,4.0
849,35.0,4.0
850,36.0,4.0
857,43.0,4.0
858,44.0,4.0
859,45.0,4.0
860,46.0,4.0
861,47.0,4.0
862,48.0,4.0
863,49.0,4.0
864,50.0,4.0
865,51.0,4.0
905,-90.0,5.0
906,-89.0,5.0
907,-88.0,5.0
908,-87.0,5.0
909,-86.0,5.0
910,-85.0,5.0
911,-84.0,5.0
912,-83.0,5.0
913,-82.0,5.0
914,-81.0,5.0
915,-80.0,5.0
916,-79.0,5.0
917,-78.0,5.0
918,-77.0,5.0
919,-76.0,5.0
920,-75.0,5.0
921,-74.0,5.0
922,-73.0,5.0
923,-72.0,5.0
924,-71.0,5.0
925,-70.0,5.0
1001,6.0,5.0
1002,7.0,5.0
1003,8.0,5.0
1004,9.0,5.0
1005,10.0,5.0
1006,11.0,5.0
1007,12.0,5.0
1008,13.0,5.0
1009,14.0,5.0
1010,15.0,5.0
1011,16.0,5.0
1012,17.0,5.0
1013,18.0,5.0
1014,19.0,5.0
1015,20.0,5.0
1016,21.0,5.0
1017,22.0,5.0
1018,23.0,5.0
1019,24.0,5.0
1020,25.0,5.0
1021,26.0,5.0
1022,27.0,5.0
1023,28.0,5.0
1024,29.0,5.0
1025,30.0,5.0
1026,31.0,5.0
1027,32.0,5.0
1028,33.0,5.0
1029,34.0,5.0
1030,35.0,5.0
1031,36.0,5.0
1039,44.0,5.0
1040,45.0,5.0
1041,46.0,5.0
1042,47.0,5.0
1043,48.0,5.0
1044,49.0,5.0
1045,50.0,5.0
1046,51.0,5.0
1047,52.0,5.0
1086,-90.0,6.0
1087,-89.0,6.0
1088,-88.0,6.0
1089,-87.0,6.0
1090,-86.0,6.0
1091,-85.0,6.0
1092,-84.0,6.0
1093,-83.0,6.0
1094,-82.0,6.0
1095,-81.0,6.0
1096,-80.0,6.0
1097,-79.0,6.0
1098,-78.0,6.0
1099,-77.0,6.0
1100,-76.0,6.0
1101,-75.0,6.0
1102,-74.0,6.0
1103,-73.0,6.0
1104,-72.0,6.0
1105,-71.0,6.0
1106,-70.0,6.0
1182,6.0,6.0
1183,7.0,6.0
1184,8.0,6.0
1185,9.0,6.0
1186,10.0,6.0
1187,11.0,6.0
1188,12.0,6.0
1189,13.0,6.0
1190,14.0,6.0
1191,15.0,6.0
1192,16.0,6.0
1193,17.0,6.0
1194,18.0,6.0
1195,19.0,6.0
1196,20.0,6.0
1197,21.0,6.0
1198,22.0,6.0
1199,23.0,6.0
1200,24.0,6.0
1201,25.0,6.0
1202,26.0,6.0
1203,27.0,6.0
1204,28.0,6.0
1205,29.0,6.0
1206,30.0,6.0
1207,31.0,6.0
1208,32.0,6.0
1209,33.0,6.0
1210,34.0,6.0
1211,35.0,6.0
1212,36.0,6.0
1221,45.0,6.0
1222,46.0,6.0
1223,47.0,6.0
1224,48.0,6.0
1225,49.0,6.0
1226,50.0,6.0
1227,51.0,6.0
1228,52.0,6.0
1236,60.0,6.0
1237,61.0,6.0
1267,-90.0,7.0
1268,-89.0,7.0
1269,-88.0,7.0
1270,-87.0,7.0
1271,-86.0,7.0
1272,-85.0,7.0
1273,-84.0,7.0
1274,-83.0,7.0
1275,-82.0,7.0
1276,-81.0,7.0
1277,-80.0,7.0
1278,-79.0,7.0
1279,-78.0,7.0
1280,-77.0,7.0
1281,-76.0,7.0
1282,-75.0,7.0
1283,-74.0,7.0
1284,-73.0,7.0
1285,-72.0,7.0
1286,-71.0,7.0
1287,-70.0,7.0
1362,5.0,7.0
1363,6.0,7.0
1364,7.0,7.0
1365,8.0,7.0
1366,9.0,7.0
1367,10.0,7.0
1368,11.0,7.0
1369,12.0,7.0
1370,13.0,7.0
1371,14.0,7.0
1372,15.0,7.0
1373,16.0,7.0
1374,17.0,7.0
1375,18.0,7.0
1376,19.0,7.0
1377,20.0,7.0
1378,21.0,7.0
1379,22.0,7.0
1380,23.0,7.0
1381,24.0,7.0
1382,25.0,7.0
1383,26.0,7.0
1384,27.0,7.0
1385,28.0,7.0
1386,29.0,7.0
1387,30.0,7.0
1388,31.0,7.0
1389,32.0,7.0
1390,33.0,7.0
1391,34.0,7.0
1392,35.0,7.0
1393,36.0,7.0
1402,45.0,7.0
1403,46.0,7.0
1404,47.0,7.0
1405,48.0,7.0
1406,49.0,7.0
1407,50.0,7.0
1408,51.0,7.0
1409,52.0,7.0
1410,53.0,7.0
1416,59.0,7.0
1417,60.0,7.0
1418,61.0,7.0
1419,62.0,7.0
1448,-90.0,8.0
1449,-89.0,8.0
1450,-88.0,8.0
1451,-87.0,8.0
1452,-86.0,8.0
1453,-85.0,8.0
1454,-84.0,8.0
1455,-83.0,8.0
1456,-82.0,8.0
1457,-81.0,8.0
1458,-80.0,8.0
1459,-79.0,8.0
1460,-78.0,8.0
1461,-77.0,8.0
1462,-76.0,8.0
1463,-75.0,8.0
1464,-74.0,8.0
1465,-73.0,8.0
1466,-72.0,8.0
1467,-71.0,8.0
1468,-70.0,8.0
1543,5.0,8.0
1544,6.0,8.0
1545,7.0,8.0
1546,8.0,8.0
1547,9.0,8.0
1548,10.0,8.0
1549,11.0,8.0
1550,12.0,8.0
1551,13.0,8.0
1552,14.0,8.0
1553,15.0,8.0
1554,16.0,8.0
1555,17.0,8.0
1556,18.0,8.0
1557,19.0,8.0
1558,20.0,8.0
1559,21.0,8.0
1560,22.0,8.0
1561,23.0,8.0
1562,24.0,8.0
1563,25.0,8.0
1564,26.0,8.0
1565,27.0,8.0
1566,28.0,8.0
1567,29.0,8.0
1568,30.0,8.0
1569,31.0,8.0
1570,32.0,8.0
1571,33.0,8.0
1572,34.0,8.0
1573,35.0,8.0
1574,36.0,8.0
1583,45.0,8.0
1584,46.0,8.0
1585,47.0,8.0
1586,48.0,8.0
1587,49.0,8.0
1588,50.0,8.0
1589,51.0,8.0
1590,52.0,8.0
1591,53.0,8.0
1592,54.0,8.0
1597,59.0,8.0
1598,60.0,8.0
1599,61.0,8.0
1600,62.0,8.0
1601,63.0,8.0
1629,-90.0,9.0
1630,-89.0,9.0
1631,-88.0,9.0
1632,-87.0,9.0
1633,-86.0,9.0
1634,-85.0,9.0
1635,-84.0,9.0
1636,-83.0,9.0
1637,-82.0,9.0
1638,-81.0,9.0
1639,-80.0,9.0
1640,-79.0,9.0
1641,-78.0,9.0
1642,-77.0,9.0
1643,-76.0,9.0
1644,-75.0,9.0
1645,-74.0,9.0
1646,-73.0,9.0
1647,-72.0,9.0
1648,-71.0,9.0
1649,-70.0,9.0
1724,5.0,9.0
1725,6.0,9.0
1726,7.0,9.0
1727,8.0,9.0
1728,9.0,9.0
1729,10.0,9.0
1730,11.0,9.0
1731,12.0,9.0
1732,13.0,9.0
1733,14.0,9.0
1734,15.0,9.0
1735,16.0,9.0
1736,17.0,9.0
1737,18.0,9.0
1738,19.0,9.0
1739,20.0,9.0
1740,21.0,9.0
1741,22.0,9.0
1742,23.0,9.0
1743,24.0,9.0
1744,25.0,9.0
1745,26.0,9.0
1746,27.0,9.0
1747,28.0,9.0
1748,29.0,9.0
1749,30.0,9.0
1750,31.0,9.0
1751,32.0,9.0
1752,33.0,9.0
1753,34.0,9.0
1754,35.0,9.0
1755,36.0,9.0
1764,45.0,9.0
1765,46.0,9.0
1766,47.0,9.0
1767,48.0,9.0
1768,49.0,9.0
1769,50.0,9.0
1770,51.0,9.0
1771,52.0,9.0
1772,53.0,9.0
1773,54.0,9.0
1774,55.0,9.0
1777,58.0,9.0
1778,59.0,9.0
1779,60.0,9.0
1780,61.0,9.0
1781,62.0,9.0
1782,63.0,9.0
1810,-90.0,10.0
1811,-89.0,10.0
1812,-88.0,10.0
1813,-87.0,10.0
1814,-86.0,10.0
1815,-85.0,10.0
1816,-84.0,10.0
1817,-83.0,10.0
1818,-82.0,10.0
1819,-81.0,10.0
1820,-80.0,10.0
1821,-79.0,10.0
1822,-78.0,10.0
1823,-77.0,10.0
1824,-76.0,10.0
1825,-75.0,10.0
1826,-74.0,10.0
1827,-73.0,10.0
1828,-72.0,10.0
1829,-71.0,10.0
1830,-70.0,10.0
1898,-2.0,10.0
1899,-1.0,10.0
1900,0.0,10.0
1901,1.0,10.0
1902,2.0,10.0
1903,3.0,10.0
1904,4.0,10.0
1905,5.0,10.0
1906,6.0,10.0
1907,7.0,10.0
1908,8.0,10.0
1909,9.0,10.0
1910,10.0,10.0
1911,11.0,10.0
1912,12.0,10.0
1913,13.0,10.0
1914,14.0,10.0
1915,15.0,10.0
1916,16.0,10.0
1917,17.0,10.0
1918,18.0,10.0
1919,19.0,10.0
1920,20.0,10.0
1921,21.0,10.0
1922,22.0,10.0
1923,23.0,10.0
1924,24.0,10.0
1925,25.0,10.0
1926,26.0,10.0
1927,27.0,10.0
1928,28.0,10.0
1929,29.0,10.0
1930,30.0,10.0
1931,31.0,10.0
1932,32.0,10.0
1933,33.0,10.0
1934,34.0,10.0
1935,35.0,10.0
1944,44.0,10.0
1945,45.0,10.0
1946,46.0,10.0
1947,47.0,10.0
1948,48.0,10.0
1949,49.0,10.0
1950,50.0,10.0
1951,51.0,10.0
1952,52.0,10.0
1953,53.0,10.0
1954,54.0,10.0
1955,55.0,10.0
1958,58.0,10.0
1959,59.0,10.0
1960,60.0,10.0
1961,61.0,10.0
1962,62.0,10.0
1963,63.0,10.0
1964,64.0,10.0
1991,-90.0,11.0
1992,-89.0,11.0
1993,-88.0,11.0
1994,-87.0,11.0
1995,-86.0,11.0
1996,-85.0,11.0
1997,-84.0,11.0
1998,-83.0,11.0
1999,-82.0,11.0
2000,-81.0,11.0
2001,-80.0,11.0
2002,-79.0,11.0
2003,-78.0,11.0
2004,-77.0,11.0
2005,-76.0,11.0
2006,-75.0,11.0
2007,-74.0,11.0
2008,-73.0,11.0
2009,-72.0,11.0
2010,-71.0,11.0
2011,-70.0,11.0
2078,-3.0,11.0
2079,-2.0,11.0
2080,-1.0,11.0
2081,0.0,11.0
2082,1.0,11.0
2083,2.0,11.0
2084,3.0,11.0
2085,4.0,11.0
2086,5.0,11.0
2087,6.0,11.0
2088,7.0,11.0
2089,8.0,11.0
2090,9.0,11.0
2091,10.0,11.0
2092,11.0,11.0
2093,12.0,11.0
2094,13.0,11.0
2095,14.0,11.0
2096,15.0,11.0
2097,16.0,11.0
2098,17.0,11.0
2099,18.0,11.0
2100,19.0,11.0
2101,20.0,11.0
2102,21.0,11.0
2103,22.0,11.0
2104,23.0,11.0
2105,24.0,11.0
2106,25.0,11.0
2107,26.0,11.0
2108,27.0,11.0
2109,28.0,11.0
2110,29.0,11.0
2111,30.0,11.0
2112,31.0,11.0
2113,32.0,11.0
2114,33.0,11.0
2124,43.0,11.0
2125,44.0,11.0
2126,45.0,11.0
2127,46.0,11.0
2128,47.0,11.0
2129,48.0,11.0
2130,49.0,11.0
2131,50.0,11.0
2132,51.0,11.0
2133,52.0,11.0
2134,53.0,11.0
2135,54.0,11.0
2136,55.0,11.0
2139,58.0,11.0
2140,59.0,11.0
2141,60.0,11.0
2142,61.0,11.0
2143,62.0,11.0
2144,63.0,11.0
2145,64.0,11.0
2172,-90.0,12.0
2173,-89.0,12.0
2174,-88.0,12.0
2175,-87.0,12.0
2176,-86.0,12.0
2177,-85.0,12.0
2178,-84.0,12.0
2179,-83.0,12.0
2180,-82.0,12.0
2181,-81.0,12.0
2182,-80.0,12.0
2183,-79.0,12.0
2184,-78.0,12.0
2185,-77.0,12.0
2186,-76.0,12.0
2187,-75.0,12.0
2188,-74.0,12.0
2189,-73.0,12.0
2190,-72.0,12.0
2191,-71.0,12.0
2192,-70.0,12.0
2257,-5.0,12.0
2258,-4.0,12.0
2259,-3.0,12.0
2260,-2.0,12.0
2261,-1.0,12.0
2262,0.0,12.0
2263,1.0,12.0
2264,2.0,12.0
2265,3.0,12.0
2266,4.0,12.0
2267,5.0,12.0
2268,6.0,12.0
2269,7.0,12.0
2270,8.0,12.0
2271,9.0,12.0
2272,10.0,12.0
2273,11.0,12.0
2274,12.0,12.0
2275,13.0,12.0
2276,14.0,12.0
2277,15.0,12.0
2278,16.0,12.0
2279,17.0,12.0
2280,18.0,12.0
2281,19.0,12.0
2282,20.0,12.0
2283,21.0,12.0
2284,22.0,12.0
2285,23.0,12.0
2286,24.0,12.0
2287,25.0,12.0
2288,26.0,12.0
2289,27.0,12.0
2290,28.0,12.0
2291,29.0,12.0
2292,30.0,12.0
2293,31.0,12.0
2294,32.0,12.0
2295,33.0,12.0
2305,43.0,12.0
2306,44.0,12.0
2307,45.0,12.0
2308,46.0,12.0
2309,47.0,12.0
2310,48.0,12.0
2311,49.0,12.0
2312,50.0,12.0
2313,51.0,12.0
2314,52.0,12.0
2315,53.0,12.0
2316,54.0,12.0
2317,55.0,12.0
2318,56.0,12.0
2319,57.0,12.0
2320,58.0,12.0
2321,59.0,12.0
2322,60.0,12.0
2323,61.0,12.0
2324,62.0,12.0
2325,63.0,12.0
2326,64.0,12.0
2353,-90.0,13.0
2354,-89.0,13.0
2355,-88.0,13.0
2356,-87.0,13.0
2357,-86.0,13.0
2358,-85.0,13.0
2359,-84.0,13.0
2360,-83.0,13.0
2361,-82.0,13.0
2362,-81.0,13.0
2363,-80.0,13.0
2364,-79.0,13.0
2365,-78.0,13.0
2366,-77.0,13.0
2367,-76.0,13.0
2368,-75.0,13.0
2369,-74.0,13.0
2370,-73.0,13.0
2371,-72.0,13.0
2372,-71.0,13.0
2373,-70.0,13.0
2423,-20.0,13.0
2424,-19.0,13.0
2425,-18.0,13.0
2426,-17.0,13.0
2427,-16.0,13.0
2428,-15.0,13.0
2429,-14.0,13.0
2430,-13.0,13.0
2433,-10.0,13.0
2434,-9.0,13.0
2435,-8.0,13.0
2436,-7.0,13.0
2437,-6.0,13.0
2438,-5.0,13.0
2439,-4.0,13.0
2440,-3.0,13.0
2441,-2.0,13.0
2442,-1.0,13.0
2443,0.0,13.0
2444,1.0,13.0
2445,2.0,13.0
2446,3.0,13.0
2447,4.0,13.0
2448,5.0,13.0
2449,6.0,13.0
2450,7.0,13.0
2451,8.0,13.0
2452,9.0,13.0
2453,10.0,13.0
2454,11.0,13.0
2455,12.0,13.0
2456,13.0,13.0
2457,14.0,13.0
2458,15.0,13.0
2459,16.0,13.0
2460,17.0,13.0
2461,18.0,13.0
2462,19.0,13.0
2463,20.0,13.0
2464,21.0,13.0
2465,22.0,13.0
2466,23.0,13.0
2467,24.0,13.0
2468,25.0,13.0
2469,26.0,13.0
2470,27.0,13.0
2471,28.0,13.0
2472,29.0,13.0
2473,30.0,13.0
2474,31.0,13.0
2475,32.0,13.0
2476,33.0,13.0
2487,44.0,13.0
2488,45.0,13.0
2489,46.0,13.0
2490,47.0,13.0
2491,48.0,13.0
2492,49.0,13.0
2493,50.0,13.0
2494,51.0,13.0
2495,52.0,13.0
2496,53.0,13.0
2497,54.0,13.0
2498,55.0,13.0
2499,56.0,13.0
2500,57.0,13.0
2501,58.0,13.0
2502,59.0,13.0
2503,60.0,13.0
2504,61.0,13.0
2505,62.0,13.0
2506,63.0,13.0
2507,64.0,13.0
2508,65.0,13.0
2509,66.0,13.0
2534,-90.0,14.0
2535,-89.0,14.0
2536,-88.0,14.0
2537,-87.0,14.0
2538,-86.0,14.0
2539,-85.0,14.0
2540,-84.0,14.0
2541,-83.0,14.0
2542,-82.0,14.0
2543,-81.0,14.0
2544,-80.0,14.0
2545,-79.0,14.0
2546,-78.0,14.0
2547,-77.0,14.0
2548,-76.0,14.0
2549,-75.0,14.0
2550,-74.0,14.0
2551,-73.0,14.0
2552,-72.0,14.0
2553,-71.0,14.0
2554,-70.0,14.0
2602,-22.0,14.0
2603,-21.0,14.0
2604,-20.0,14.0
2605,-19.0,14.0
2606,-18.0,14.0
2607,-17.0,14.0
2608,-16.0,14.0
2609,-15.0,14.0
2610,-14.0,14.0
2611,-13.0,14.0
2612,-12.0,14.0
2613,-11.0,14.0
2614,-10.0,14.0
2615,-9.0,14.0
2616,-8.0,14.0
2617,-7.0,14.0
2618,-6.0,14.0
2619,-5.0,14.0
2620,-4.0,14.0
2621,-3.0,14.0
2622,-2.0,14.0
2623,-1.0,14.0
2624,0.0,14.0
2625,1.0,14.0
2626,2.0,14.0
2627,3.0,14.0
2628,4.0,14.0
2629,5.0,14.0
2630,6.0,14.0
2631,7.0,14.0
2632,8.0,14.0
2633,9.0,14.0
2634,10.0,14.0
2635,11.0,14.0
2636,12.0,14.0
2637,13.0,14.0
2638,14.0,14.0
2639,15.0,14.0
2640,16.0,14.0
2641,17.0,14.0
2642,18.0,14.0
2643,19.0,14.0
2644,20.0,14.0
2645,21.0,14.0
2646,22.0,14.0
2647,23.0,14.0
2648,24.0,14.0
2649,25.0,14.0
2650,26.0,14.0
2651,27.0,14.0
2652,28.0,14.0
2653,29.0,14.0
2654,30.0,14.0
2655,31.0,14.0
2656,32.0,14.0
2669,45.0,14.0
2670,46.0,14.0
2671,47.0,14.0
2672,48.0,14.0
2673,49.0,14.0
2674,50.0,14.0
2675,51.0,14.0
2676,52.0,14.0
2677,53.0,14.0
2679,55.0,14.0
2680,56.0,14.0
2681,57.0,14.0
2682,58.0,14.0
2683,59.0,14.0
2684,60.0,14.0
2685,61.0,14.0
2686,62.0,14.0
2687,63.0,14.0
2688,64.0,14.0
2689,65.0,14.0
2690,66.0,14.0
2715,-90.0,15.0
2716,-89.0,15.0
2717,-88.0,15.0
2718,-87.0,15.0
2719,-86.0,15.0
2720,-85.0,15.0
2721,-84.0,15.0
2722,-83.0,15.0
2723,-82.0,15.0
2724,-81.0,15.0
2725,-80.0,15.0
2726,-79.0,15.0
2727,-78.0,15.0
2728,-77.0,15.0
2729,-76.0,15.0
2730,-75.0,15.0
2731,-74.0,15.0
2732,-73.0,15.0
2733,-72.0,15.0
2734,-71.0,15.0
2735,-70.0,15.0
2783,-22.0,15.0
2784,-21.0,15.0
2785,-20.0,15.0
2786,-19.0,15.0
2787,-18.0,15.0
2788,-17.0,15.0
2789,-16.0,15.0
2790,-15.0,15.0
2791,-14.0,15.0
2792,-13.0,15.0
2793,-12.0,15.0
2794,-11.0,15.0
2795,-10.0,15.0
2796,-9.0,15.0
2797,-8.0,15.0
2798,-7.0,15.0
2799,-6.0,15.0
2800,-5.0,15.0
2801,-4.0,15.0
2802,-3.0,15.0
2803,-2.0,15.0
2804,-1.0,15.0
2805,0.0,15.0
2806,1.0,15.0
2807,2.0,15.0
2808,3.0,15.0
2809,4.0,15.0
2810,5.0,15.0
2811,6.0,15.0
2812,7.0,15.0
2813,8.0,15.0
2814,9.0,15.0
2815,10.0,15.0
2816,11.0,15.0
2817,12.0,15.0
2818,13.0,15.0
2819,14.0,15.0
2820,15.0,15.0
2821,16.0,15.0
2822,17.0,15.0
2823,18.0,15.0
2824,19.0,15.0
2825,20.0,15.0
2826,21.0,15.0
2827,22.0,15.0
2828,23.0,15.0
2829,24.0,15.0
2830,25.0,15.0
2831,26.0,15.0
2832,27.0,15.0
2833,28.0,15.0
2834,29.0,15.0
2835,30.0,15.0
2836,31.0,15.0
2849,44.0,15.0
2850,45.0,15.0
2851,46.0,15.0
2852,47.0,15.0
2853,48.0,15.0
2854,49.0,15.0
2855,50.0,15.0
2856,51.0,15.0
2857,52.0,15.0
2858,53.0,15.0
2859,54.0,15.0
2860,55.0,15.0
2861,56.0,15.0
2862,57.0,15.0
2863,58.0,15.0
2864,59.0,15.0
2865,60.0,15.0
2866,61.0,15.0
2867,62.0,15.0
2868,63.0,15.0
2869,64.0,15.0
2870,65.0,15.0
2871,66.0,15.0
2872,67.0,15.0
2896,-90.0,16.0
2897,-89.0,16.0
2898,-88.0,16.0
2899,-87.0,16.0
2900,-86.0,16.0
2901,-85.0,16.0
2902,-84.0,16.0
2903,-83.0,16.0
2904,-82.0,16.0
2905,-81.0,16.0
2906,-80.0,16.0
2907,-79.0,16.0
2908,-78.0,16.0
2909,-77.0,16.0
2910,-76.0,16.0
2911,-75.0,16.0
2912,-74.0,16.0
2913,-73.0,16.0
2914,-72.0,16.0
2915,-71.0,16.0
2916,-70.0,16.0
2958,-28.0,16.0
2959,-27.0,16.0
2960,-26.0,16.0
2961,-25.0,16.0
2962,-24.0,16.0
2963,-23.0,16.0
2964,-22.0,16.0
2965,-21.0,16.0
2966,-20.0,16.0
2967,-19.0,16.0
2968,-18.0,16.0
2969,-17.0,16.0
2970,-16.0,16.0
2971,-15.0,16.0
2972,-14.0,16.0
2973,-13.0,16.0
2974,-12.0,16.0
2975,-11.0,16.0
2976,-10.0,16.0
2977,-9.0,16.0
2978,-8.0,16.0
2979,-7.0,16.0
2980,-6.0,16.0
2981,-5.0,16.0
2982,-4.0,16.0
2983,-3.0,16.0
2984,-2.0,16.0
2985,-1.0,16.0
2986,0.0,16.0
2987,1.0,16.0
2988,2.0,16.0
2989,3.0,16.0
2990,4.0,16.0
2991,5.0,16.0
2992,6.0,16.0
2993,7.0,16.0
2994,8.0,16.0
2995,9.0,16.0
2996,10.0,16.0
2997,11.0,16.0
2998,12.0,16.0
2999,13.0,16.0
3000,14.0,16.0
3001,15.0,16.0
3002,16.0,16.0
3003,17.0,16.0
3004,18.0,16.0
3005,19.0,16.0
3006,20.0,16.0
3007,21.0,16.0
3008,22.0,16.0
3009,23.0,16.0
3010,24.0,16.0
3011,25.0,16.0
3012,26.0,16.0
3013,27.0,16.0
3014,28.0,16.0
3015,29.0,16.0
3016,30.0,16.0
3017,31.0,16.0
3029,43.0,16.0
3030,44.0,16.0
3031,45.0,16.0
3032,46.0,16.0
3033,47.0,16.0
3034,48.0,16.0
3035,49.0,16.0
3036,50.0,16.0
3037,51.0,16.0
3038,52.0,16.0
3039,53.0,16.0
3040,54.0,16.0
3041,55.0,16.0
